id,language,language_name,article_title,subdomain,question,reference_answer,source_url,model_answer,hallucinated,hallucination_score
id_kebijakan_moneter_002,id,Indonesian,Kebijakan moneter,Macroeconomics,"Menurut Wikipedia, apa yang penting tentang Kebijakan moneter?","Pada dasarnya kebijakan moneter merupakan suatu kebijakan yang bertujuan untuk mencapai keseimbangan internal (pertumbuhan ekonomi tinggi, stabilitas harga, pemerataan pembangunan) dan keseimbangan eksternal  serta tercapainya tujuan ekonomi makro, yakni menjaga stabilisasi ekonomi yang dapat diukur dengan kesempatan kerja, kestabilan harga serta neraca pembayaran internasional yang seimbang.",https://id.wikipedia.org/wiki/Kebijakan_moneter,,,
id_kebijakan_moneter_003,id,Indonesian,Kebijakan moneter,Macroeconomics,Apa itu Kebijakan moneter?,"Apabila kestabilan dalam kegiatan perekonomian terganggu, maka kebijakan moneter dapat dipakai untuk memulihkan .",https://id.wikipedia.org/wiki/Kebijakan_moneter,,,
id_kebijakan_moneter_004,id,Indonesian,Kebijakan moneter,Macroeconomics,Apa peran Kebijakan moneter?,"Pengaruh kebijakan moneter pertama kali akan dirasakan oleh sektor perbankan, yang kemudian ditransfer pada sektor riil.",https://id.wikipedia.org/wiki/Kebijakan_moneter,,,
id_kebijakan_moneter_005,id,Indonesian,Kebijakan moneter,Macroeconomics,"Menurut Wikipedia, apa yang penting tentang Kebijakan moneter?",Kebijakan moneter adalah upaya untuk mencapai tingkat pertumbuhan ekonomi yang tinggi secara berkelanjutan dengan tetap mempertahankan kestabilan harga.,https://id.wikipedia.org/wiki/Kebijakan_moneter,,,
id_kebijakan_moneter_006,id,Indonesian,Kebijakan moneter,Macroeconomics,Apa itu Kebijakan moneter?,"Untuk mencapai tujuan tersebut, Bank Sentral atau otoritas moneter berusaha mengatur keseimbangan antara persediaan uang dengan persediaan barang agar inflasi dapat terkendali, tercapai kesempatan kerja penuh dan kelancaran dalam pasokan/distribusi barang.",https://id.wikipedia.org/wiki/Kebijakan_moneter,,,
id_kebijakan_moneter_007,id,Indonesian,Kebijakan moneter,Macroeconomics,Apa peran Kebijakan moneter?,"Kebijakan moneter dilakukan antara lain dengan salah satu tetapi tidak terbatas pada instrumen sebagai berikut yaitu suku bunga, giro wajib minimum, intervensi di pasar valuta asing dan sebagai tempat terakhir bagi bank-bank untuk meminjam uang apabila mengalami kesulitan likuiditas.",https://id.wikipedia.org/wiki/Kebijakan_moneter,,,
id_bank_pusat_000,id,Indonesian,Bank pusat,Macroeconomics,Apa itu Bank pusat?,"Bank sentral atau bank pusat di suatu negara, pada umumnya adalah sebuah instansi yang bertanggung jawab atas kebijakan moneter di wilayah negara tersebut.",https://id.wikipedia.org/wiki/Bank_pusat,,,
id_bank_pusat_001,id,Indonesian,Bank pusat,Banking & Credit,Apa peran Bank pusat?,"Bank Sentral berusaha untuk menjaga stabilitas nilai mata uang, stabilitas sektor perbankan, dan sistem finansial secara keseluruhan.",https://id.wikipedia.org/wiki/Bank_pusat,,,
id_bank_pusat_002,id,Indonesian,Bank pusat,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Bank pusat?","Di Indonesia, fungsi bank sentral diselenggarakan oleh Bank Indonesia.",https://id.wikipedia.org/wiki/Bank_pusat,,,
id_bank_pusat_003,id,Indonesian,Bank pusat,Macroeconomics,Apa itu Bank pusat?,"Bank sentral adalah suatu institusi yang bertanggung jawab untuk menjaga stabilitas harga atau nilai suatu mata uang yang berlaku di negara tersebut, yang dalam hal ini dikenal dengan istilah inflasi atau naiknya harga-harga yang dalam arti lain turunnya suatu nilai uang.",https://id.wikipedia.org/wiki/Bank_pusat,,,
id_bank_pusat_004,id,Indonesian,Bank pusat,Macroeconomics,Apa peran Bank pusat?,"Bank Sentral menjaga agar tingkat inflasi terkendali dan selalu berada pada nilai yang serendah mungkin atau pada posisi yang optimal bagi perekonomian , dengan mengontrol keseimbangan jumlah uang dan barang.",https://id.wikipedia.org/wiki/Bank_pusat,,,
id_bank_pusat_005,id,Indonesian,Bank pusat,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Bank pusat?",Apabila jumlah uang yang beredar terlalu banyak maka bank sentral dengan menggunakan instrumen dan otoritas yang dimilikinya.,https://id.wikipedia.org/wiki/Bank_pusat,,,
id_skor_kredit_000,id,Indonesian,Skor kredit,Banking & Credit,Apa itu Skor kredit?,Skor kredit adalah sebuah sistem yang diterapkan oleh lembaga pembiayaan untuk menilai kelayakan peminjam saat mengajukan pinjaman.,https://id.wikipedia.org/wiki/Skor_kredit,,,
id_skor_kredit_001,id,Indonesian,Skor kredit,Banking & Credit,Apa peran Skor kredit?,Skor kredit memberikan gambaran tentang sejauh mana seseorang atau entitas dapat diandalkan untuk membayar kembali utang atau kewajiban keuangan lainnya.,https://id.wikipedia.org/wiki/Skor_kredit,,,
id_skor_kredit_002,id,Indonesian,Skor kredit,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Skor kredit?","Skor kredit biasanya dinyatakan dalam bentuk angka atau rentang angka tertentu, yang mencerminkan tingkat risiko yang terkait dengan peminjam atau penerima kredit.",https://id.wikipedia.org/wiki/Skor_kredit,,,
id_skor_kredit_003,id,Indonesian,Skor kredit,Banking & Credit,Apa itu Skor kredit?,"Semakin tinggi skor kredit seseorang, semakin baik kemungkinannya untuk mendapatkan persetujuan kredit atau pinjaman, karena hal tersebut menunjukkan bahwa individu tersebut memiliki catatan keuangan yang baik dan dapat dipercaya dalam membayar kembali utang-utangnya.",https://id.wikipedia.org/wiki/Skor_kredit,,,
id_bursa_efek_000,id,Indonesian,Bursa efek,Financial Markets,Apa itu Bursa efek?,"Bursa efek (bahasa Inggris: stock exchangecode: en is deprecated , bahasa Belanda: effectenbeurscode: nl is deprecated ) adalah sebuah pasar yang berhubungan dengan pembelian dan penjualan efek perusahaan yang sudah terdaftar di bursa itu.",https://id.wikipedia.org/wiki/Bursa_efek,,,
id_bursa_efek_001,id,Indonesian,Bursa efek,Financial Markets,Apa peran Bursa efek?,"Bursa efek tersebut, bersama-sama dengan pasar uang merupakan sumber utama permodalan eksternal bagi perusahaan dan pemerintah.",https://id.wikipedia.org/wiki/Bursa_efek,,,
id_bursa_efek_002,id,Indonesian,Bursa efek,Financial Markets,"Menurut Wikipedia, apa yang penting tentang Bursa efek?","Permintaan dan penawaran dalam pasar-pasar saham didukung faktor-faktor yang seperti halnya dalam setiap pasar bebas, memengaruhi harga saham .",https://id.wikipedia.org/wiki/Bursa_efek,,,
id_bursa_efek_003,id,Indonesian,Bursa efek,Financial Markets,Apa itu Bursa efek?,Sebuah bursa saham sering kali menjadi komponen terpenting dari sebuah pasar saham.,https://id.wikipedia.org/wiki/Bursa_efek,,,
id_bursa_efek_004,id,Indonesian,Bursa efek,Financial Markets,Apa peran Bursa efek?,Penawaran pertama dari saham kepada investor dinamakan pasar perdana atau pasar primer yang biasa dikenal pembelian saham IPO  dan perdagangan selanjutnya disebut pasar kedua atau pasar sekunder.,https://id.wikipedia.org/wiki/Bursa_efek,,,
id_bursa_efek_005,id,Indonesian,Bursa efek,Financial Markets,"Menurut Wikipedia, apa yang penting tentang Bursa efek?","Pada pasar perdana, para investor hanya bisa membeli saham, jika investor ingin menjual kembali sahamnya maka dapat dilakukan di pasar sekunder melalui perantara pedagang saham atau broker.",https://id.wikipedia.org/wiki/Bursa_efek,,,
id_pasar_valuta_asing_000,id,Indonesian,Pasar valuta asing,Financial Markets,Apa itu Pasar valuta asing?,Pasar valuta asing atau juga disingkat valas  adalah suatu jenis perdagangan atau transaksi yang memperdagangkan mata uang suatu negara terhadap mata uang negara lainnya  yang melibatkan pasar-pasar uang utama di dunia selama 24 jam secara berkesinambungan.,https://id.wikipedia.org/wiki/Pasar_valuta_asing,,,
id_pasar_valuta_asing_001,id,Indonesian,Pasar valuta asing,Financial Markets,Apa peran Pasar valuta asing?,"Pergerakan pasar valuta asing berputar mulai dari pasar Selandia Baru dan Australia yang berlangsung pukul 05.00–14.00 WIB, lalu berlanjut ke pasar Asia yaitu Jepang, Singapura, dan Hongkong yang berlangsung pukul 07.00–16.00 WIB, ke pasar Eropa yaitu Jerman dan Inggris yang berlangsung pukul 13.00–22.00 WIB, sampai ke pasar Amerika Serikat yang berlangsung pukul 17.00–05.00 WIB.",https://id.wikipedia.org/wiki/Pasar_valuta_asing,,,
id_pasar_valuta_asing_002,id,Indonesian,Pasar valuta asing,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Pasar valuta asing?","Dalam perkembangan sejarahnya, bank sentral milik negara-negara dengan cadangan mata uang asing yang terbesar sekalipun dapat dikalahkan oleh kekuatan pasar valuta asing yang bebas.",https://id.wikipedia.org/wiki/Pasar_valuta_asing,,,
id_pasar_valuta_asing_003,id,Indonesian,Pasar valuta asing,Banking & Credit,Apa itu Pasar valuta asing?,"Menurut survei BIS (Bank International for Settlement, bank sentral dunia), yang dilakukan pada akhir tahun 2004, nilai transaksi pasar valuta asing mencapai lebih dari USD$1,4 triliun per harinya.",https://id.wikipedia.org/wiki/Pasar_valuta_asing,,,
id_pasar_valuta_asing_004,id,Indonesian,Pasar valuta asing,Financial Markets,Apa peran Pasar valuta asing?,"Akibat pergerakan yang cepat tersebut, maka pasar valuta asing juga memiliki risiko yang sangat tinggi.",https://id.wikipedia.org/wiki/Pasar_valuta_asing,,,
id_indeks_harga_konsumen_000,id,Indonesian,Indeks harga konsumen,Macroeconomics,Apa itu Indeks harga konsumen?,"Indeks harga konsumen sering digunakan untuk mengukur tingkat inflasi suatu negara dan juga sebagai pertimbangan untuk penyesuaian gaji, upah, uang pensiun, dan kontrak lainnya.",https://id.wikipedia.org/wiki/Indeks_harga_konsumen,,,
id_indeks_harga_konsumen_001,id,Indonesian,Indeks harga konsumen,Economic Indicators,Apa peran Indeks harga konsumen?,"Pengukuran tingkat harga secara ekonomi makro, biasanya menggunakan pengukuran indeks harga konsumen Indeks harga konsumen dapat diartikan sebagai indeks harga dari biaya sekumpulan barang konsumsi yang masing-masing diberi bobot menurut proporsi belanja masyarakat untuk komoditas yang bersangkutan.",https://id.wikipedia.org/wiki/Indeks_harga_konsumen,,,
id_indeks_harga_konsumen_002,id,Indonesian,Indeks harga konsumen,Macroeconomics,"Menurut Wikipedia, apa yang penting tentang Indeks harga konsumen?",Indeks harga Konsumen merupakan persentase yang digunakan untuk menganalisis tingkat atau laju inflasi.,https://id.wikipedia.org/wiki/Indeks_harga_konsumen,,,
id_indeks_harga_konsumen_003,id,Indonesian,Indeks harga konsumen,Macroeconomics,Apa itu Indeks harga konsumen?,Indeks harga konsumen juga merupakan indikator yang digunakan pemerintah untuk mengukur inflasi.,https://id.wikipedia.org/wiki/Indeks_harga_konsumen,,,
id_indeks_harga_konsumen_004,id,Indonesian,Indeks harga konsumen,Macroeconomics,Apa peran Indeks harga konsumen?,Indeks harga konsumen adalah indeks yang sering dipakai namun bukanlah satu-satunya indeks yang dipakai untuk mengukur laju inflasi.,https://id.wikipedia.org/wiki/Indeks_harga_konsumen,,,
id_pengangguran_000,id,Indonesian,Pengangguran,Economic Indicators,Apa itu Pengangguran?,"Pengangguran sering kali menjadi masalah dalam perekonomian, karena dengan adanya pengangguran, produktivitas dan pendapatan masyarakat akan berkurang sehingga dapat menyebabkan timbulnya kemiskinan dan masalah-masalah sosial lainnya.",https://id.wikipedia.org/wiki/Pengangguran,,,
id_neraca_perdagangan_000,id,Indonesian,Neraca perdagangan,Economic Indicators,Apa itu Neraca perdagangan?,Kebijakan ekonomi di berbagai negara di Eropa pada abad pertengahan dikelompokkan dalam merkantilisme.,https://id.wikipedia.org/wiki/Neraca_perdagangan,,,
id_pencucian_uang_000,id,Indonesian,Pencucian uang,Financial Regulation,Apa itu Pencucian uang?,"Oleh karena itu, tindak pidana pencucian uang tidak hanya mengancam stabilitas dan integritas sistem perekonomian dan sistem keuangan, melainkan juga dapat membahayakan sendi-sendi kehidupan bermasyarakat, berbangsa, dan bernegara berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.",https://id.wikipedia.org/wiki/Pencucian_uang,,,
id_pajak_penghasilan_000,id,Indonesian,Pajak penghasilan,Banking & Credit,Apa itu Pajak penghasilan?,Pajak penghasilan adalah pajak yang dibebankan kepada individu atau entitas sesuai dengan pendapatan atau profit yang diterima oleh mereka.,https://id.wikipedia.org/wiki/Pajak_penghasilan,,,
id_pajak_penghasilan_001,id,Indonesian,Pajak penghasilan,Banking & Credit,Apa peran Pajak penghasilan?,"Pajak korporasi, yaitu pajak yang dibebankan kepada badan usaha, biasanya memiliki besaran yang tetap.",https://id.wikipedia.org/wiki/Pajak_penghasilan,,,
id_obligasi_000,id,Indonesian,Obligasi,Financial Markets,Apa itu Obligasi?,Obligasi pada umumnya di cetak dalam bentuk berjangka untuk waktu di tetapkan sekitar 10 tahun.,https://id.wikipedia.org/wiki/Obligasi,,,
id_obligasi_001,id,Indonesian,Obligasi,Banking & Credit,Apa peran Obligasi?,Surat utang piutang ini diatur dalam jangka waktu hingga 10 tahun disebut surat utang lalu pinjaman setahun dikatakan surat perbendaharaan.,https://id.wikipedia.org/wiki/Obligasi,,,
id_obligasi_002,id,Indonesian,Obligasi,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Obligasi?","Di negara Indonesia, obligasi berjangka 1 sampai 10 tahun itu dikeluarkan oleh pemerintah atau disebut surat utang negara disingkat SUN, sementara pinjaman dibawah 1 tahun itu diterbitkan pula oleh pemerintah dengan nama surat perbendaharaan negara disingkat SPN.",https://id.wikipedia.org/wiki/Obligasi,,,
id_obligasi_003,id,Indonesian,Obligasi,Banking & Credit,Apa itu Obligasi?,Penerbit obligasi adalah peminjam kemudian pemegang obligasi disebut pemberi kreditur.,https://id.wikipedia.org/wiki/Obligasi,,,
id_obligasi_004,id,Indonesian,Obligasi,Financial Markets,Apa peran Obligasi?,Surat perbendaharaan digunakan bagi sekuriti dengan penghasilan stabil dengan masa jatuh tempo kurang lebih 3 tahun.,https://id.wikipedia.org/wiki/Obligasi,,,
id_obligasi_005,id,Indonesian,Obligasi,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Obligasi?",Obligasi ini memiliki risiko sangat tinggi jika dibandingkan dengan surat utang yang memiliki risiko menengah jika dilihat dari durasi surat utang tersebut maka makin pendek pendek durasinya memiliki risiko makin rendah.Obligasi dan saham keduanya adalah instrumen keuangan yang disebut sekuriti tetapi bedanya adalah bahwa pemilik saham sebagai bagian dari pemilik penerbit saham sementara pemegang obligasi adalah semata pemberi atau kreditur kepada si penerbit.,https://id.wikipedia.org/wiki/Obligasi,,,
id_obligasi_006,id,Indonesian,Obligasi,Financial Markets,Apa itu Obligasi?,Dalam transaksi investasi obligasi di pasar sekunder di mana perhitungan harga yang digunakan sangat berbeda dengan perhitungan dalam perdagangan saham di mana harga yang digunakan menggunakan satuan persentase bukan denominasi rupiah.,https://id.wikipedia.org/wiki/Obligasi,,,
id_obligasi_007,id,Indonesian,Obligasi,Financial Markets,Apa peran Obligasi?,Dalam pasar modal tidak hanya terdapat investasi saham tetapi juga masyarakat dapat mempunyai surat utang dalam bentuk obligasi di pasar modal.,https://id.wikipedia.org/wiki/Obligasi,,,
id_bank_indonesia_000,id,Indonesian,Bank Indonesia,Banking & Credit,Apa itu Bank Indonesia?,Bank Indonesia  adalah bank sentral Republik Indonesia sesuai Pasal 23D Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 dan Undang-Undang Nomor 23 Tahun 1999 Tentang Bank Indonesia.,https://id.wikipedia.org/wiki/Bank_Indonesia,,,
id_bank_indonesia_001,id,Indonesian,Bank Indonesia,Banking & Credit,Apa peran Bank Indonesia?,"Sebelum seluruh sahamnya dibeli oleh Pemerintah Indonesia, bank ini awalnya merupakan perseroan terbatas terbuka bernama De Javasche Bank N.V.",https://id.wikipedia.org/wiki/Bank_Indonesia,,,
id_bank_indonesia_002,id,Indonesian,Bank Indonesia,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Bank Indonesia?","Sebagai bank sentral, BI mempunyai tujuan tunggal, yaitu mencapai dan memelihara kestabilan nilai rupiah.",https://id.wikipedia.org/wiki/Bank_Indonesia,,,
id_bank_indonesia_003,id,Indonesian,Bank Indonesia,Macroeconomics,Apa itu Bank Indonesia?,"Ketiga tugas ini adalah:

menetapkan dan melaksanakan kebijakan moneter;
mengatur dan menjaga kelancaran sistem pembayaran; serta
mengatur dan mengawasi perbankan (tugas ini masih berlaku pasca-UU OJK, tetapi difokuskan pada aspek makroprudensial dalam rangka menjaga stabilitas sistem keuangan di Indonesia).",https://id.wikipedia.org/wiki/Bank_Indonesia,,,
id_bank_indonesia_004,id,Indonesian,Bank Indonesia,Banking & Credit,Apa peran Bank Indonesia?,"Setelah tugas mengatur dan mengawasi perbankan secara mikroprudensial dialihkan kepada Otoritas Jasa Keuangan, tugas BI dalam mengatur dan mengawasi perbankan tetap berlaku, tetapi difokuskan pada aspek makroprudensial Diarsipkan 2014-10-22 di Wayback Machine.",https://id.wikipedia.org/wiki/Bank_Indonesia,,,
id_bank_indonesia_005,id,Indonesian,Bank Indonesia,Banking & Credit,"Menurut Wikipedia, apa yang penting tentang Bank Indonesia?",Dalam melaksanakan tugas dan wewenangnya BI dipimpin oleh Dewan Gubernur yang diketuai oleh seorang Gubernur Bank Indonesia.,https://id.wikipedia.org/wiki/Bank_Indonesia,,,
id_bank_indonesia_006,id,Indonesian,Bank Indonesia,Banking & Credit,Apa itu Bank Indonesia?,"Sejak 24 Mei 2018, Perry Warjiyo menjabat sebagai Gubernur BI menggantikan Agus Martowardojo.",https://id.wikipedia.org/wiki/Bank_Indonesia,,,
id_otoritas_jasa_keuangan_000,id,Indonesian,Otoritas Jasa Keuangan,Financial Regulation,Apa itu Otoritas Jasa Keuangan?,OJK dibentuk berdasarkan UU Nomor 21 Tahun 2011 yang berfungsi menyelenggarakan sistem pengaturan dan pengawasan yang terintegrasi terhadap keseluruhan kegiatan di dalam sektor jasa keuangan.,https://id.wikipedia.org/wiki/Otoritas_Jasa_Keuangan,,,
id_otoritas_jasa_keuangan_001,id,Indonesian,Otoritas Jasa Keuangan,Banking & Credit,Apa peran Otoritas Jasa Keuangan?,"OJK didirikan untuk menggantikan peran Bapepam-LK dalam pengaturan dan pengawasan pasar modal dan lembaga keuangan, serta menggantikan peran Bank Indonesia dalam pengaturan dan pengawasan bank, serta untuk melindungi konsumen industri jasa keuangan.",https://id.wikipedia.org/wiki/Otoritas_Jasa_Keuangan,,,
id_otoritas_jasa_keuangan_002,id,Indonesian,Otoritas Jasa Keuangan,Financial Markets,"Menurut Wikipedia, apa yang penting tentang Otoritas Jasa Keuangan?","Berdasarkan UU Nomor 4 Tahun 2023 mengenai Pengembangan dan Penguatan Sektor Keuangan , OJK juga mendapat tambahan kewenangan untuk Keuangan Derivatif, Bursa Karbon, Inovasi Teknologi Sektor Keuangan, termasuk juga untuk Aset Keuangan Digital dan Aset Kripto, sebagian kewenangan dari Badan Pengawas Perdagangan Berjangka Komoditi  Kementerian Perdagangan.",https://id.wikipedia.org/wiki/Otoritas_Jasa_Keuangan,,,
th_______________000,th,Thai,อัตราดอกเบี้ย,Macroeconomics,อัตราดอกเบี้ย คืออะไร?,อัตราดอกเบี้ย คือ อัตราที่ผู้ยืมเงิน  จ่ายดอกเบี้ยสำหรับการใช้เงินที่ตนยืมมาจากผู้ให้ยืม  โดยเจาะจง อัตราดอกเบี้ยคือร้อยละของเงินต้นที่จ่ายเป็นจำนวนงวดต่อเวลาสำหรับระยะเวลาทั้งหมดระหว่างกำหนดระยะเวลาเงินกู้หรือเครดิตทั้งหมด อัตราดอกเบี้ยปกติแสดงเป็นร้อยละของเงินต้นต่อระยะเวลาหนึ่งปี บางครั้งอาจแสดงสำหรับระยะเวลาอื่น เช่น เป็นเดือนหรือวัน มีอัตราดอกเบี้ยหลายอัตราสำหรับระยะเวลาเดียวกันหรือเทียบกันได้ ขึ้นอยู่กับความน่าจะผิดนัดชำระหนี้ของผู้ยืม ระยะเวลาตกค้าง เงินตราที่จ่ายคืน และตัวกำหนดอีกหลายตัวของเงินกู้หรือเครดิต ตัวอย่างเช่น บริษัทหนึ่งยืมเงินทุนจากธนาคารเพื่อซื้อสินทรัพย์ใหม่สำหรับธุรกิจของตน และเพื่อเป็นการตอบแทนผู้ให้ยืมได้สิทธิเหนือสินทรัพย์ใหม่เป็นหลักทรัพย์ประกัน และดอกเบี้ย ณ อัตราดอกเบี้ยที่กำหนดไว้ล่วงหน้าสำหรับการยืดเวลาการใช้เงินทุนแล้วให้ยืมแก่ผู้ยืมแทน,https://th.wikipedia.org/wiki/อัตราดอกเบี้ย,,,
th_______________001,th,Thai,อัตราดอกเบี้ย,Macroeconomics,บทบาทของ อัตราดอกเบี้ย คืออะไร?,เป้าหมายอัตราดอกเบี้ยเป็นเครื่องมือสำคัญของนโยบายการเงิน และถูกนำมาพิจารณาเมื่อจัดการกับตัวแปรอย่างการลงทุน เงินเฟ้อและการว่างงาน ธนาคารกลางของประเทศต่าง ๆ มีแนวโน้มลดอัตราดอกเบี้ยเมื่อต้องการเพิ่มการลงทุนและการบริโภคในเศรษฐกิจของประเทศ อย่างไรก็ดี นโยบายเศรษฐกิจมหภาคอัตราดอกเบี้ยต่ำมีความเสี่ยงได้และอาจก่อให้เกิดฟองสบู่เศรษฐกิจ ซึ่งการลงทุนปริมาณมากเทเข้าสู่ตลาดอสังหาริมทรัพย์และตลาดหลักทรัพย์ ในประเทศพัฒนาแล้ว การปรับอัตราดอกเบี้ยจึงมีเพื่อควบคุมเงินเฟ้อให้อยู่ในพิสัยเป้าหมายสำหรับกิจกรรมทางเศรษฐกิจหรือจำกัดอัตราดอกเบี้ยให้สอดคล้องกับความเติบโตทางเศรษฐกิจเพื่อป้องกันแรงขับเคลื่อนทางเศรษฐกิจ,https://th.wikipedia.org/wiki/อัตราดอกเบี้ย,,,
th_______________000,th,Thai,นโยบายการเงิน,Macroeconomics,นโยบายการเงิน คืออะไร?,นโยบายการเงิน  เป็นนโยบายที่องค์การเงินตรา  ใช้เพื่อควบคุมอัตราดอกเบี้ยที่ใช้เงินสำหรับการกู้ยืมระยะสั้นมาก หรือปริมาณเงิน ซึ่งมักเป็นความพยายามเพื่อลดเงินเฟ้อหรืออัตราดอกเบี้ย เพื่อประกันเสถียรภาพราคาและความเชื่อมั่นทั่วไปในคุณค่าและเสถียรภาพของเงินตราของประเทศ,https://th.wikipedia.org/wiki/นโยบายการเงิน,,,
th_______________001,th,Thai,นโยบายการเงิน,Macroeconomics,บทบาทของ นโยบายการเงิน คืออะไร?,"นโยบายการเงินเป็นการดัดแปลงปริมาณเงิน คือ ""การพิมพ์"" เงินเพิ่ม หรือลดปริมาณเงินโดยเปลี่ยนแปลงอัตราดอกเบี้ยหรือถอนเงินสำรองส่วนเกิน ทั้งนี้ ต่างจากนโยบายการคลัง ซึ่งอาศัยการเก็บภาษีอากร การใช้จ่ายภาครัฐและการกู้ยืมภาครัฐ เพื่อจัดการปรากฏการณ์วัฏจักรธุรกิจ เช่น ภาวะเศรษฐกิจถดถอย",https://th.wikipedia.org/wiki/นโยบายการเงิน,,,
th____________000,th,Thai,ธนาคารกลาง,Banking & Credit,ธนาคารกลาง คืออะไร?,"ธนาคารกลาง (อังกฤษ: central bank, reserve bank หรือ monetary authority) เป็นหน่วยงานที่จัดตั้งขึ้นเพื่อใช้เป็นหน่วยงานกลางในการดำเนินการทางด้านการเงินของประเทศ ในประเทศไทยหน่วยงานที่ทำหน้าที่ธนาคารกลางคือ ธนาคารแห่งประเทศไทย",https://th.wikipedia.org/wiki/ธนาคารกลาง,,,
th________________000,th,Thai,ตลาดหลักทรัพย์,Financial Markets,ตลาดหลักทรัพย์ คืออะไร?,โดยทั่วไป จะไม่มีข้อผูกมัดใด ๆ สำหรับหุ้นที่ถูกออกผ่านทางตลาดหลักทรัพย์ และจะต้องไม่ทำการซื้อขายหลักทรัพย์เปลี่ยนแปลงในภายหลัง เช่น การซื้อขายดังกล่าวอาจจะต้องผ่านทางตลาดเจรจาต่อรอง  นี่เป็นวิธีแบบปกติที่มีการซื้อขายตราสารอนุพันธ์และพันธบัตร เพื่อที่จะเพิ่มมากขึ้น ตลาดหลักทรัพย์เป็นส่วนหนึ่งของตลาดหลักทรัพย์ทั่วโลก ตลาดหลักทรัพย์ยังทำหน้าที่ทางเศรษฐกิจในการให้สภาพคล่องแก่ผู้ที่ถือหุ้นในการจัดหาวิธีการที่มีประสิทธิภาพในจัดการหุ้น,https://th.wikipedia.org/wiki/ตลาดหลักทรัพย์,,,
th_________________000,th,Thai,อัตราแลกเปลี่ยน,General Finance,อัตราแลกเปลี่ยน คืออะไร?,ในการเงิน อัตราแลกเปลี่ยน  คืออัตราที่ใช้แลกเปลี่ยนสกุลเงินหนึ่งกับอีกสกุลเงินหนึ่ง โดยทั่วไปแล้ว สกุลเงินต่าง ๆ มักเป็นสกุลเงินประจำชาติ แต่อาจเป็นสกุลเงินของประเทศรอง เช่น ในกรณีของฮ่องกง หรืออาจเป็นสกุลเงินของสหภาพเหนือชาติ เช่น ในกรณีของเงินยูโร,https://th.wikipedia.org/wiki/อัตราแลกเปลี่ยน,,,
th_________________001,th,Thai,อัตราแลกเปลี่ยน,General Finance,บทบาทของ อัตราแลกเปลี่ยน คืออะไร?,อัตราแลกเปลี่ยนยังถือเป็นมูลค่าของสกุลเงินของประเทศหนึ่งเมื่อเทียบกับอีกสกุลเงินหนึ่ง ตัวอย่างเช่น อัตราแลกเปลี่ยนระหว่างธนาคารที่ 141 เยนญี่ปุ่นต่อดอลลาร์สหรัฐ หมายความว่า 141 เยนจะถูกแลกเปลี่ยนเป็น 1 ดอลลาร์สหรัฐ หรือ 1 ดอลลาร์สหรัฐจะถูกแลกเปลี่ยนเป็น 141 เยน ในกรณีนี้ กล่าวได้ว่าราคาของเงินดอลลาร์เมื่อเทียบกับเงินเยนคือ 141 เยน หรือกล่าวอีกนัยหนึ่งคือราคาของเงินเยนเมื่อเทียบกับเงินดอลลาร์คือ 1/141 ดอลลาร์สหรัฐ,https://th.wikipedia.org/wiki/อัตราแลกเปลี่ยน,,,
th_________________002,th,Thai,อัตราแลกเปลี่ยน,General Finance,อัตราแลกเปลี่ยน คืออะไร?,อัตราแลกเปลี่ยนอาจอ้างอิงเป็นอัตราส่วนได้ เช่น ดอลลาร์สหรัฐ/ยูโร อาจเท่ากับ 0.8625 ในกรณีนี้ อัตราส่วนดังกล่าวต้องตีความว่าเป็นอัตราส่วนที่ไม่มีมิติ กล่าวคือ ดอลลาร์สหรัฐ/ยูโร = 0.8625 หรือ 1 ดอลลาร์สหรัฐ = 0.8625 ยูโร หมายความว่า 1 ดอลลาร์สหรัฐจะแลกกับ 0.8625 ยูโร หรือ 1 ยูโรจะแลกกับ 1/0.8625 = 1.1594 ดอลลาร์สหรัฐ เทียบเท่ากับยูโร/ดอลลาร์สหรัฐ = 1.1594,https://th.wikipedia.org/wiki/อัตราแลกเปลี่ยน,,,
